,skids,side,class,segment,type,group
2518,1425347,right,sensory,3,80.0,
2519,1114055,right,ciliated,0,,
2520,942028,left,muscle,1,,
2521,384976,,,,,
2522,1204176,right,sensory,0,167.0,
2523,1671122,,,,,
2524,1368019,left,muscle,3,,
2525,1368025,left,muscle,pygidium,,
2526,2015193,left,sensory,head,100.0,
2527,1368030,left,muscle,3,,
2528,1368040,left,muscle,0,,
2529,180202,right,ciliated,head,,
2530,1343467,right,inter,head,153.0,12.0
2531,1277932,left,motor,1,,
2532,1621996,right,muscle,3,,
2533,1630186,left,muscle,2,,
2534,1441775,right,motor,3,,
2535,1597423,right,muscle,pygidium,,
2536,1302513,left,sensory,head,,
2537,1671147,right,motor,1,165.0,
2538,1974266,,,,,
2539,1376251,left,inter,head,,
2540,1048573,left,inter,3,,
