skids,side,class,segment,type,group
184928,r,N/A,head,N/A,N/A
1397346,l,i,3,N/A,2
1323621,r,m,3,107,N/A
1348199,l,i,head,N/A,N/A
1397352,l,i,2,N/A,N/A
1741418,l,m,1,64,N/A
1913451,r,N/A,2,N/A,N/A
1741422,l,m,1,64,N/A
1307247,r,s,1,94,N/A
1299058,r,i,head,N/A,N/A
1446515,r,i,3,N/A,N/A
1274485,l,i,3,N/A,N/A
1675901,l,i,1,N/A,4
111231,r,i,head,N/A,12
1626756,l,N/A,1,N/A,N/A
1979013,N/A,N/A,N/A,N/A,N/A
2003588,N/A,N/A,N/A,N/A,N/A
1438343,r,N/A,3,146,3
119436,r,i,head,53,12
1028750,l,N/A,2,N/A,N/A
1274514,N/A,N/A,N/A,N/A,N/A
1323673,N/A,N/A,N/A,N/A,N/A
1397402,N/A,N/A,N/A,N/A,N/A
1700509,N/A,N/A,N/A,N/A,N/A
1913503,N/A,N/A,N/A,N/A,N/A
1454752,l,N/A,2,N/A,N/A
1446561,l,i,2,N/A,3
21156,N/A,N/A,N/A,N/A,N/A
1323687,r,N/A,3,N/A,N/A
1831596,l,m,2,64,N/A
1413805,r,i,2,N/A,3
955074,r,m,2,61,N/A
1823435,N/A,N/A,N/A,N/A,N/A
37580,r,i,head,2,N/A
1381077,r,N/A,2,N/A,N/A
1381082,N/A,N/A,N/A,N/A,N/A
1413851,N/A,N/A,N/A,N/A,N/A
1823451,r,N/A,3,N/A,N/A
488162,l,s,head,114,N/A
1585890,r,N/A,1,N/A,N/A
1741539,r,i,2,N/A,N/A
660198,N/A,N/A,N/A,N/A,N/A
1274603,r,i,pygidium,146,3
1372913,l,m,2,107,N/A
1725169,r,i,2,N/A,7
1340149,N/A,N/A,N/A,N/A,N/A
1381112,r,N/A,2,N/A,N/A
979707,l,N/A,1,N/A,N/A
1323773,l,i,2,N/A,2
1454846,l,i,head,N/A,N/A
119551,N/A,N/A,N/A,N/A,N/A
1831679,l,m,2,66,N/A
463617,l,s,head,148,N/A
1381127,l,s,3,71,N/A
1356560,l,i,head,N/A,N/A
1397520,N/A,N/A,N/A,N/A,N/A
1692432,N/A,N/A,N/A,N/A,N/A
1913626,N/A,N/A,N/A,N/A,N/A
1323803,N/A,N/A,N/A,N/A,N/A
1536795,N/A,N/A,N/A,N/A,N/A
1405726,l,i,2,N/A,7
1856288,l,i,1,N/A,1
1364769,r,s,head,97,N/A
1135395,r,m,3,128,N/A
1626922,l,N/A,1,N/A,N/A
1815347,N/A,N/A,N/A,N/A,N/A
1323828,l,i,3,N/A,N/A
1389371,l,i,3,N/A,1
1299267,l,s,head,17,N/A
1307459,r,N/A,2,N/A,N/A
1667913,r,N/A,2,64,N/A
54090,r,i,head,57,N/A
1274699,N/A,N/A,N/A,N/A,N/A
1454932,r,i,2,N/A,7
2339675,N/A,N/A,N/A,N/A,N/A
1831781,N/A,N/A,N/A,N/A,N/A
1307494,N/A,N/A,N/A,N/A,N/A
1323882,r,i,3,N/A,3
1438573,N/A,N/A,N/A,N/A,N/A
1528697,r,m,3,N/A,N/A
1569660,r,i,1,149,7
1586046,N/A,N/A,N/A,N/A,N/A
1307524,r,m,2,67,N/A
144261,l,m,pygidium,82,N/A
1348484,r,m,2,65,N/A
1397639,r,i,3,N/A,3
1373064,l,i,head,N/A,N/A
1381260,N/A,N/A,N/A,N/A,N/A
1405840,r,i,2,N/A,6
1954706,N/A,N/A,N/A,N/A,N/A
1282965,r,s,head,100,15
1430426,r,i,head,124,12
2012071,N/A,N/A,N/A,N/A,N/A
1282984,r,N/A,head,N/A,N/A
1389486,N/A,N/A,N/A,N/A,N/A
1274799,r,m,1,142,N/A
1282992,l,N/A,head,N/A,N/A
1643440,l,N/A,1,N/A,N/A
1282998,l,N/A,head,N/A,N/A
1848249,l,m,2,N/A,N/A
1471420,l,s,head,N/A,10
1274820,l,i,2,N/A,7
1594313,r,s,pygidium,93,9
1635279,l,i,head,N/A,12
1414103,N/A,N/A,N/A,N/A,N/A
250842,r,s,head,39,N/A
1430491,l,i,3,N/A,2
1438682,l,i,2,N/A,7
1323997,N/A,N/A,N/A,N/A,N/A
1471450,l,i,head,N/A,N/A
1422303,l,i,3,N/A,5
1348581,l,N/A,2,N/A,N/A
1029097,l,N/A,2,N/A,N/A
955370,r,i,2,N/A,3
1283053,r,s,head,96,N/A
1340398,r,i,1,N/A,1
660463,l,s,head,N/A,N/A
1397746,l,N/A,2,N/A,N/A
1356793,l,N/A,2,N/A,N/A
1700859,l,s,3,91,N/A
939008,l,N/A,3,N/A,N/A
1397762,l,N/A,2,N/A,N/A
758789,l,s,head,N/A,N/A
1348615,r,N/A,1,N/A,N/A
1307663,r,i,head,140,13
1586199,r,N/A,1,N/A,N/A
1332248,r,i,head,N/A,N/A
1971227,r,m,2,N/A,N/A
1733661,N/A,N/A,N/A,N/A,N/A
1258527,l,i,head,N/A,N/A
1520675,l,i,2,N/A,1
1332260,r,i,head,120,N/A
1659941,l,N/A,2,N/A,N/A
1963046,N/A,N/A,N/A,N/A,N/A
1373224,r,N/A,3,N/A,N/A
1348649,l,s,1,80,N/A
1725480,r,i,2,N/A,7
1840169,r,i,3,N/A,N/A
308269,r,s,head,129,N/A
1348661,l,s,1,91,N/A
1397815,l,N/A,1,N/A,N/A
1971259,l,m,3,107,N/A
1414213,l,m,3,69,N/A
1455178,l,i,1,N/A,2
1324107,r,i,3,N/A,7
1700942,l,s,3,91,N/A
357455,r,i,head,N/A,N/A
1455183,N/A,N/A,N/A,N/A,N/A
1340501,r,i,2,79,7
758871,r,i,2,N/A,2
1332314,r,i,head,120,N/A
1373277,N/A,N/A,N/A,N/A,N/A
390240,r,s,0,167,N/A
1307745,l,i,head,N/A,12
1946723,N/A,N/A,N/A,N/A,N/A
1578084,r,i,head,N/A,N/A
1307754,N/A,N/A,N/A,N/A,N/A
1397866,N/A,N/A,N/A,N/A,N/A
1594476,N/A,N/A,N/A,N/A,N/A
1356912,r,N/A,head,N/A,N/A
2028656,l,N/A,2,N/A,N/A
1340536,N/A,N/A,N/A,N/A,N/A
1602680,r,i,1,N/A,3
1545339,r,N/A,2,N/A,N/A
1381501,l,i,2,N/A,2
1447037,l,m,3,156,N/A
1397887,l,i,1,N/A,2
1586304,r,N/A,1,N/A,N/A
1275010,l,N/A,3,N/A,N/A
1299586,r,i,head,118,N/A
1717380,l,i,1,N/A,N/A
1545349,l,i,3,73,7
1651849,r,N/A,1,N/A,N/A
668812,l,s,pygidium,170,9
1332367,r,s,head,32,N/A
1455247,l,N/A,2,N/A,N/A
1275026,l,s,pygidium,101,9
13459,l,s,head,1,N/A
2233503,N/A,N/A,N/A,N/A,N/A
1348770,r,s,1,80,N/A
1332389,r,i,head,120,N/A
365738,N/A,N/A,N/A,N/A,N/A
1356971,r,i,head,N/A,13
1275053,l,s,pygidium,101,9
2028720,l,m,2,128,N/A
185521,r,i,1,N/A,2
1815732,r,m,2,N/A,N/A
1356982,r,s,1,91,N/A
1635512,l,N/A,3,N/A,N/A
324793,r,s,head,100,N/A
2233530,N/A,N/A,N/A,N/A,N/A
1397950,N/A,N/A,N/A,N/A,N/A
177343,r,s,head,92,N/A
1086656,l,i,head,N/A,N/A
1316038,l,i,head,N/A,N/A
1381575,r,i,3,N/A,1
111828,r,i,head,N/A,N/A
1414358,l,N/A,3,N/A,N/A
1250520,l,i,2,N/A,3
1635545,l,N/A,3,N/A,N/A
185562,r,s,head,96,N/A
578783,r,N/A,3,N/A,N/A
414949,r,i,head,104,N/A
1316070,l,s,head,49,N/A
1340647,r,i,head,N/A,N/A
1357032,N/A,N/A,N/A,N/A,N/A
1971433,l,i,3,N/A,7
857325,r,i,head,126,N/A
1365232,l,i,1,149,7
1414384,l,N/A,3,N/A,N/A
275699,l,s,head,41,N/A
709878,r,N/A,head,N/A,N/A
1430776,N/A,N/A,N/A,N/A,N/A
1504505,r,N/A,2,N/A,N/A
1971452,r,i,2,N/A,N/A
1275135,r,s,pygidium,115,9
1971464,r,i,2,N/A,6
1316107,r,s,head,N/A,N/A
1447180,r,m,3,62,N/A
1848592,l,s,2,80,N/A
1520916,N/A,N/A,N/A,N/A,N/A
193819,r,s,head,100,15
1381662,l,m,2,165,N/A
1340703,r,i,head,N/A,N/A
1430816,N/A,N/A,N/A,N/A,N/A
1316130,l,i,head,N/A,N/A
1332516,rc,s,head,49,N/A
1725737,l,i,1,N/A,5
1357100,N/A,N/A,N/A,N/A,N/A
1447217,N/A,N/A,N/A,N/A,N/A
1504562,r,N/A,3,N/A,N/A
1717565,l,i,head,N/A,N/A
1520958,l,i,2,N/A,7
1488194,r,i,2,73,7
1455427,l,N/A,2,N/A,N/A
111948,r,i,head,N/A,12
1299789,r,N/A,2,N/A,N/A
1627479,l,i,head,N/A,N/A
1185115,r,i,head,21,N/A
1275230,l,i,3,N/A,7
2233700,l,i,1,N/A,N/A
1348968,r,s,0,101,16
505193,l,N/A,2,N/A,N/A
1275243,l,i,3,N/A,1
2282861,N/A,N/A,N/A,N/A,N/A
1357166,r,i,1,N/A,1
800116,l,N/A,1,N/A,N/A
1545589,r,N/A,2,N/A,N/A
1308022,l,i,1,N/A,4
505209,l,i,3,N/A,1
1414526,N/A,N/A,N/A,N/A,N/A
431489,r,s,head,29,N/A
1381761,N/A,N/A,N/A,N/A,N/A
1340805,l,i,head,124,12
1349004,r,s,3,80,N/A
1406349,l,s,head,N/A,N/A
1750414,r,N/A,3,N/A,N/A
1349009,r,s,3,91,N/A
1455507,l,N/A,2,N/A,N/A
316821,r,s,head,45,N/A
1185175,l,i,head,N/A,12
1381788,N/A,N/A,N/A,N/A,N/A
1488284,r,i,2,155,3
1349023,r,s,3,80,N/A
1349034,r,s,pygidium,101,9
1349040,l,s,3,101,N/A
1160628,r,s,head,41,N/A
423355,l,m,2,N/A,N/A
1349051,l,s,3,80,N/A
1381820,r,i,3,N/A,N/A
1971650,r,m,2,64,N/A
1856971,l,i,head,N/A,12
1455565,l,N/A,2,N/A,N/A
1349072,l,s,1,80,N/A
1652177,r,i,1,158,4
1349077,l,s,1,91,N/A
1545686,r,N/A,1,N/A,N/A
1275357,l,s,pygidium,80,9
1398237,N/A,N/A,N/A,N/A,N/A
1390047,l,i,3,79,7
1455582,l,s,head,32,N/A
1340899,r,i,3,N/A,1
1684965,l,m,2,159,N/A
1324518,l,s,pygidium,80,9
1275367,l,i,pygidium,146,3
1316332,r,i,head,N/A,N/A
1381871,l,N/A,3,N/A,N/A
1242615,N/A,N/A,N/A,N/A,N/A
292344,N/A,N/A,N/A,N/A,N/A
1349113,r,s,0,101,16
1381884,l,N/A,3,N/A,N/A
1324546,l,s,head,88,15
1381896,l,N/A,3,N/A,N/A
1578507,r,m,2,N/A,N/A
1742351,N/A,N/A,N/A,N/A,N/A
1480211,r,i,1,N/A,4
1070612,r,s,head,13,N/A
1570324,l,N/A,1,N/A,N/A
1406486,N/A,N/A,N/A,N/A,N/A
1390105,N/A,N/A,N/A,N/A,N/A
1488411,l,m,1,64,N/A
1422884,l,i,3,N/A,3
1652260,l,N/A,1,N/A,N/A
1799719,N/A,N/A,N/A,N/A,N/A
1324587,l,s,head,88,15
1381937,l,N/A,1,N/A,N/A
1463859,l,N/A,3,N/A,N/A
1324600,r,s,pygidium,101,9
1463866,l,N/A,3,N/A,N/A
1332795,N/A,N/A,N/A,N/A,N/A
1480250,N/A,N/A,N/A,N/A,N/A
1570363,l,N/A,1,N/A,N/A
1963581,N/A,N/A,N/A,N/A,N/A
153151,r,s,head,100,N/A
1381952,r,N/A,2,N/A,N/A
1300035,l,i,head,N/A,N/A
824903,r,i,0,N/A,1
423498,l,s,head,110,N/A
71248,r,i,head,3,N/A
2242135,N/A,N/A,N/A,N/A,N/A
1316451,l,s,head,N/A,N/A
1554019,r,m,head,178,N/A
169574,r,i,1,N/A,N/A
366190,r,i,head,124,12
1824372,l,m,2,64,N/A
1947255,l,i,2,155,3
54909,l,i,head,N/A,12
1275518,l,i,head,N/A,14
587391,r,N/A,1,N/A,N/A
513668,N/A,N/A,N/A,N/A,N/A
54919,r,i,head,N/A,N/A
22159,l,i,head,2,N/A
988822,r,m,head,178,N/A
284315,r,m,head,8,N/A
1365661,l,i,head,75,13
1447581,N/A,N/A,N/A,N/A,N/A
1472173,N/A,N/A,N/A,N/A,N/A
1611442,l,i,2,N/A,2
259763,r,i,1,N/A,N/A
1316531,l,i,head,N/A,N/A
1308347,l,i,1,N/A,7
1357500,N/A,N/A,N/A,N/A,N/A
1455810,N/A,N/A,N/A,N/A,N/A
1275595,r,i,head,N/A,N/A
1341140,r,i,3,N/A,1
1316572,l,i,head,140,13
1832672,r,m,1,64,N/A
1308387,r,N/A,0,N/A,N/A
1955563,N/A,N/A,N/A,N/A,N/A
1963755,r,i,3,70,3
1595117,l,N/A,2,N/A,N/A
1849075,N/A,N/A,N/A,N/A,N/A
1308413,l,i,1,73,7
1832710,N/A,N/A,N/A,N/A,N/A
767751,l,i,head,104,N/A
1349386,l,s,pygidium,80,9
55057,r,i,pygidium,145,1
1742612,r,i,0,N/A,1
1546007,l,i,2,N/A,1
1423131,r,i,3,N/A,7
1357597,r,i,2,155,3
1283875,l,i,head,N/A,N/A
628517,r,i,2,180,N/A
1398573,r,i,head,N/A,13
907055,r,m,3,156,N/A
1382194,l,i,2,N/A,7
366394,N/A,N/A,N/A,N/A,N/A
1349434,l,s,pygidium,N/A,9
1562433,r,i,1,109,N/A
1161034,l,s,head,173,N/A
14162,l,s,head,1,N/A
1521491,l,i,3,N/A,1
1161044,l,s,head,173,N/A
399192,r,s,head,29,N/A
2029400,N/A,N/A,N/A,N/A,N/A
1480539,N/A,N/A,N/A,N/A,N/A
1849185,l,s,2,91,N/A
1406825,l,i,head,2,N/A
1636201,N/A,N/A,N/A,N/A,N/A
1750890,N/A,N/A,N/A,N/A,N/A
1111918,r,N/A,head,N/A,N/A
366449,r,i,head,57,N/A
1562482,l,i,head,N/A,N/A
669558,l,s,head,N/A,N/A
1341302,l,i,3,N/A,N/A
399224,r,s,head,29,N/A
1275768,r,i,head,N/A,N/A
1398649,l,m,2,68,N/A
1849210,l,N/A,2,N/A,N/A
186240,r,N/A,head,N/A,N/A
1570688,r,N/A,1,N/A,N/A
751490,r,N/A,head,N/A,N/A
1341318,l,N/A,3,N/A,N/A
907144,l,m,3,162,N/A
1947528,N/A,N/A,N/A,N/A,N/A
1570700,l,N/A,1,N/A,N/A
1726348,l,i,head,83,7
251790,l,i,head,6,N/A
759694,r,i,1,73,7
1333136,l,N/A,3,N/A,N/A
1390483,N/A,N/A,N/A,N/A,N/A
227221,r,i,1,N/A,N/A
1570711,l,N/A,1,N/A,N/A
1275801,l,i,2,N/A,7
1292186,l,s,head,136,N/A
1488795,l,i,1,N/A,4
1718172,r,N/A,3,N/A,N/A
1537952,N/A,N/A,N/A,N/A,N/A
399266,r,s,head,29,N/A
1611683,r,i,2,73,7
1275812,l,N/A,2,N/A,N/A
1333158,r,s,head,17,N/A
1570729,l,N/A,1,N/A,N/A
309165,r,s,head,141,N/A
1554350,N/A,N/A,N/A,N/A,N/A
1275823,r,s,pygidium,80,9
300976,l,s,head,48,N/A
1308592,r,s,head,13,N/A
1652654,r,i,head,N/A,N/A
1570739,l,N/A,1,N/A,N/A
55225,r,i,2,N/A,3
1292228,l,s,head,51,N/A
1447877,l,i,1,N/A,2
55238,l,i,head,2,N/A
1308618,l,m,1,64,N/A
1390541,l,i,2,157,7
1849294,l,s,1,N/A,N/A
161743,r,i,head,58,13
1382357,N/A,N/A,N/A,N/A,N/A
1570773,r,N/A,2,N/A,N/A
1292247,N/A,N/A,N/A,N/A,N/A
1349592,N/A,N/A,N/A,N/A,N/A
1275865,r,s,head,49,N/A
1701849,r,i,head,N/A,12
1423327,r,N/A,3,N/A,N/A
1570785,l,N/A,3,N/A,N/A
1275880,l,s,head,49,N/A
1570796,r,N/A,pygidium,N/A,N/A
1849324,l,m,2,63,N/A
940016,l,N/A,2,N/A,N/A
1611764,N/A,N/A,N/A,N/A,N/A
1398775,l,N/A,2,N/A,N/A
1669116,l,N/A,2,N/A,N/A
1947647,r,i,3,N/A,7
1275907,r,s,head,49,N/A
1275916,l,i,head,N/A,N/A
768031,r,N/A,head,N/A,N/A
1357861,r,N/A,2,N/A,N/A
1849383,N/A,N/A,N/A,N/A,N/A
1734696,N/A,N/A,N/A,N/A,N/A
1472553,l,s,head,163,N/A
1357867,r,N/A,1,N/A,N/A
1292334,l,s,2,80,N/A
1390643,N/A,N/A,N/A,N/A,N/A
1611828,N/A,N/A,N/A,N/A,N/A
202807,l,N/A,head,N/A,N/A
1447992,r,i,2,N/A,1
923710,r,i,head,125,12
1333311,r,m,2,47,N/A
1292352,l,i,1,N/A,4
1333316,l,N/A,3,N/A,N/A
1316939,r,s,head,163,N/A
1349714,N/A,N/A,N/A,N/A,N/A
1955928,N/A,N/A,N/A,N/A,N/A
1103961,r,s,head,13,N/A
1955933,N/A,N/A,N/A,N/A,N/A
1439840,r,s,head,173,N/A
1103977,r,s,head,13,N/A
1570928,l,i,2,N/A,3
1431668,N/A,N/A,N/A,N/A,N/A
1734778,N/A,N/A,N/A,N/A,N/A
1398914,N/A,N/A,N/A,N/A,N/A
1726596,l,N/A,2,N/A,3
1611909,N/A,N/A,N/A,N/A,N/A
1276040,l,i,head,116,N/A
1292427,l,i,head,6,N/A
1685644,r,N/A,1,N/A,N/A
1366160,rc,i,pygidium,N/A,1
1382545,l,N/A,3,N/A,N/A
1390740,r,s,3,89,N/A
1530009,r,i,2,N/A,7
1390749,r,s,3,80,N/A
1308832,N/A,N/A,N/A,N/A,N/A
1374369,l,s,head,49,N/A
1956009,r,i,1,N/A,3
1292458,l,i,head,7,N/A
579755,l,m,3,64,N/A
1398955,N/A,N/A,N/A,N/A,N/A
1546413,r,N/A,1,N/A,N/A
1415344,l,m,3,165,N/A
587962,r,N/A,1,N/A,N/A
1407163,r,i,1,N/A,4
1349820,l,i,head,117,12
1579204,r,m,2,161,N/A
1956036,N/A,N/A,N/A,N/A,N/A
1120455,l,s,head,29,N/A
1603787,r,N/A,1,N/A,N/A
1407180,l,i,2,N/A,7
1439958,N/A,N/A,N/A,N/A,N/A
1325272,l,i,head,N/A,N/A
1415385,l,N/A,3,N/A,N/A
1841368,r,i,3,N/A,N/A
1054945,l,i,head,23,N/A
1349857,l,i,head,N/A,N/A
252137,r,s,head,5,N/A
1956074,N/A,N/A,N/A,N/A,N/A
71916,N/A,N/A,N/A,N/A,N/A
1276147,l,i,head,N/A,N/A
1603827,r,i,1,N/A,2
1849589,N/A,N/A,N/A,N/A,N/A
1317111,l,i,head,7,N/A
1693946,N/A,N/A,N/A,N/A,N/A
1300731,l,s,head,26,N/A
1841402,r,i,3,N/A,2
1390849,r,i,3,N/A,3
1603842,N/A,N/A,N/A,N/A,N/A
1366275,r,s,pygidium,101,9
776455,l,i,head,123,N/A
1366282,l,i,2,105,N/A
1333515,r,N/A,3,N/A,N/A
1849623,l,s,2,71,N/A
1333529,l,m,2,47,N/A
1464604,r,s,2,91,N/A
932125,r,m,1,64,N/A
1341740,r,m,head,164,N/A
1669421,r,N/A,1,N/A,N/A
1415473,l,m,3,159,N/A
1448244,r,i,2,N/A,N/A
1587509,r,N/A,2,N/A,N/A
1349942,l,s,1,81,N/A
1775932,r,i,head,N/A,N/A
1349949,l,s,1,101,N/A
1603906,r,N/A,1,N/A,N/A
1284425,r,N/A,2,N/A,3
1382729,r,m,2,69,N/A
637265,r,i,head,56,12
1415508,r,s,1,95,N/A
1857878,N/A,N/A,N/A,N/A,N/A
1431895,N/A,N/A,N/A,N/A,N/A
22876,r,s,head,1,N/A
1333597,r,N/A,2,N/A,N/A
1415528,r,s,1,71,N/A
801132,l,i,head,76,N/A
1415537,l,s,3,N/A,N/A
1333656,l,N/A,2,N/A,N/A
1841563,N/A,N/A,N/A,N/A,N/A
1472928,l,i,2,N/A,6
1702305,N/A,N/A,N/A,N/A,N/A
1374631,l,s,head,N/A,8
1595817,N/A,N/A,N/A,N/A,N/A
2185641,N/A,N/A,N/A,N/A,N/A
1317295,l,s,head,N/A,N/A
219569,r,N/A,head,N/A,N/A
932287,l,i,1,N/A,N/A
1350079,N/A,N/A,N/A,N/A,N/A
1833415,r,m,1,161,N/A
1612233,r,i,1,N/A,7
1382859,l,i,2,N/A,6
2243023,N/A,N/A,N/A,N/A,N/A
63952,N/A,N/A,N/A,N/A,N/A
1513938,N/A,N/A,N/A,N/A,N/A
1571286,r,i,0,83,7
1382871,l,i,2,N/A,6
2202073,N/A,N/A,N/A,N/A,N/A
170458,r,N/A,2,N/A,N/A
629210,r,s,head,138,8
981467,r,i,head,179,N/A
1645026,r,i,head,N/A,12
1366501,l,i,2,79,7
2013670,N/A,N/A,N/A,N/A,N/A
1595882,l,N/A,0,N/A,N/A
1956332,r,m,2,66,N/A
2185709,r,N/A,1,64,N/A
1350126,l,i,head,N/A,N/A
1366510,l,i,2,108,N/A
1358320,N/A,N/A,N/A,N/A,N/A
768500,l,i,head,N/A,12
1948151,r,i,2,N/A,3
1300984,N/A,N/A,N/A,N/A,N/A
604671,r,N/A,1,N/A,N/A
1317375,l,i,head,N/A,N/A
1456639,l,i,2,N/A,1
1284610,r,i,head,119,N/A
1849863,l,s,2,94,N/A
1022473,N/A,N/A,N/A,N/A,N/A
1808905,N/A,N/A,N/A,N/A,N/A
1571339,N/A,N/A,N/A,N/A,N/A
1333780,r,i,head,N/A,N/A
653848,r,i,3,N/A,N/A
1391139,l,N/A,3,N/A,N/A
1309222,r,s,head,N/A,N/A
1309228,r,s,head,13,N/A
1628716,l,N/A,2,N/A,N/A
1276462,l,s,head,N/A,N/A
1382959,r,s,3,71,N/A
1473074,r,i,head,104,N/A
1956404,N/A,N/A,N/A,N/A,N/A
940601,N/A,N/A,N/A,N/A,N/A
1325625,r,s,head,N/A,10
1350203,N/A,N/A,N/A,N/A,N/A
1686077,N/A,N/A,N/A,N/A,N/A
1325633,r,s,head,N/A,10
1382978,r,s,3,71,N/A
1448515,N/A,N/A,N/A,N/A,N/A
1628748,l,N/A,2,N/A,N/A
1841743,l,i,2,79,7
6743,l,s,head,1,N/A
1923672,l,s,head,168,N/A
1383001,r,m,3,165,N/A
2185818,N/A,N/A,N/A,N/A,N/A
1481307,N/A,N/A,N/A,N/A,N/A
1284704,r,s,head,131,N/A
1399394,l,m,2,68,N/A
1391216,N/A,N/A,N/A,N/A,N/A
1325682,r,s,head,N/A,10
580213,r,N/A,3,N/A,N/A
1391222,l,m,3,66,N/A
1342071,l,i,head,N/A,N/A
498302,l,i,head,124,12
55935,l,i,head,3,N/A
612991,r,s,head,29,N/A
1243776,l,N/A,2,N/A,N/A
1333887,l,i,head,123,N/A
1391234,l,m,3,68,N/A
1292932,r,i,head,6,N/A
1292947,r,i,head,124,12
1481366,N/A,N/A,N/A,N/A,N/A
932505,l,i,2,79,7
137882,r,N/A,0,N/A,N/A
1489563,l,i,head,125,12
203433,l,N/A,head,N/A,N/A
1284780,l,s,head,32,N/A
1923757,N/A,N/A,N/A,N/A,N/A
1473202,r,i,2,79,7
1317564,r,s,head,97,N/A
1342141,l,i,head,120,N/A
1514172,N/A,N/A,N/A,N/A,N/A
154304,r,i,1,N/A,7
252608,l,s,head,5,N/A
1293005,r,i,head,175,13
277200,l,s,head,46,N/A
2398932,N/A,N/A,N/A,N/A,N/A
1481436,N/A,N/A,N/A,N/A,N/A
1440477,l,N/A,pygidium,N/A,N/A
1850079,r,i,2,N/A,3
1350368,r,s,0,N/A,N/A
2013923,l,N/A,1,N/A,3
359142,r,m,head,86,N/A
1489640,l,m,head,164,N/A
1276652,l,i,head,127,N/A
1325812,r,i,head,N/A,N/A
1448695,N/A,N/A,N/A,N/A,N/A
64258,lr,s,1,36,N/A
1383171,r,i,2,108,N/A
1587973,l,i,1,N/A,N/A
1366793,N/A,N/A,N/A,N/A,N/A
1391371,N/A,N/A,N/A,N/A,N/A
1547023,l,N/A,0,N/A,N/A
1325843,r,s,head,N/A,N/A
1301268,l,i,head,4,N/A
1317660,r,s,head,29,N/A
1514272,N/A,N/A,N/A,N/A,N/A
56100,r,i,head,N/A,N/A
908068,r,i,1,155,3
1399590,r,m,2,161,N/A
1432357,r,m,2,N/A,N/A
1383209,l,N/A,3,N/A,N/A
1317675,lc,s,head,49,N/A
1276717,l,i,head,N/A,N/A
285487,N/A,N/A,N/A,N/A,N/A
1366839,r,m,2,N/A,N/A
1391418,N/A,N/A,N/A,N/A,N/A
2014021,N/A,N/A,N/A,N/A,N/A
564048,r,N/A,head,N/A,N/A
1776476,l,m,2,64,N/A
1407854,r,i,3,N/A,1
1776504,l,m,2,64,N/A
1022842,N/A,N/A,N/A,N/A,N/A
1350523,N/A,N/A,N/A,N/A,N/A
1416066,l,N/A,head,N/A,N/A
1514371,l,N/A,1,N/A,N/A
1440653,l,i,3,N/A,7
1842067,l,i,head,N/A,12
1358740,r,i,head,122,N/A
1792917,r,m,2,64,N/A
1448858,r,i,2,N/A,1
1407899,N/A,N/A,N/A,N/A,N/A
1276831,l,N/A,1,N/A,N/A
1588133,l,i,1,N/A,7
1629097,l,N/A,2,N/A,N/A
252853,l,s,head,5,N/A
1326008,l,i,head,N/A,N/A
1514425,N/A,N/A,N/A,N/A,N/A
1137595,r,N/A,1,N/A,N/A
1391550,N/A,N/A,N/A,N/A,N/A
228289,r,m,pygidium,82,N/A
1391561,l,i,1,N/A,1
1448906,l,N/A,3,N/A,N/A
1285069,r,m,head,19,N/A
1285075,l,i,head,126,N/A
1334234,l,i,head,174,N/A
1514458,N/A,N/A,N/A,N/A,N/A
1391584,l,m,1,N/A,N/A
1563616,N/A,N/A,N/A,N/A,N/A
1276909,r,s,head,18,N/A
1727474,l,m,2,65,N/A
1416180,r,N/A,1,N/A,N/A
1293303,N/A,N/A,N/A,N/A,N/A
1383418,l,m,3,61,N/A
1440768,r,N/A,3,N/A,N/A
1432579,N/A,N/A,N/A,N/A,N/A
1416198,r,N/A,2,N/A,N/A
1432586,N/A,N/A,N/A,N/A,N/A
1391634,N/A,N/A,N/A,N/A,N/A
1850387,N/A,N/A,N/A,N/A,N/A
1244182,r,m,3,64,N/A
1178653,r,i,3,N/A,1
1416227,r,N/A,3,N/A,N/A
1178663,r,s,pygidium,101,9
1481767,N/A,N/A,N/A,N/A,N/A
1276971,l,s,2,80,N/A
1440816,r,i,3,N/A,N/A
1317942,l,i,head,123,N/A
1350710,N/A,N/A,N/A,N/A,N/A
1276992,l,s,3,80,N/A
588869,l,s,head,139,N/A
1293381,l,i,head,N/A,N/A
1424455,r,N/A,2,N/A,N/A
1571934,r,i,1,N/A,7
982115,l,m,head,178,N/A
1416299,l,N/A,1,N/A,N/A
1850475,r,N/A,2,N/A,N/A
318576,r,s,head,130,N/A
1850496,l,s,2,71,N/A
1391745,l,N/A,1,N/A,N/A
433286,N/A,N/A,head,N/A,N/A
1285267,r,i,head,N/A,N/A
1653907,l,i,2,73,7
1563802,l,i,head,N/A,N/A
171166,r,N/A,head,N/A,N/A
15519,r,s,head,1,N/A
1547424,l,m,1,N/A,N/A
1383587,r,i,2,N/A,7
1449124,N/A,N/A,N/A,N/A,N/A
1399974,l,N/A,2,N/A,N/A
1342632,r,i,head,N/A,N/A
1752235,r,m,3,68,N/A
1293484,r,m,3,63,N/A
1547439,r,s,head,N/A,N/A
1383600,r,i,2,N/A,7
1834160,l,i,head,N/A,N/A
1645747,l,i,1,N/A,N/A
1285301,r,i,head,N/A,N/A
1350839,l,s,2,89,N/A
1285306,r,i,head,N/A,N/A
359612,r,i,head,N/A,N/A
1932476,N/A,N/A,N/A,N/A,N/A
1285310,r,i,head,23,N/A
1588419,l,s,1,95,N/A
